,time,code,ampshift,pspamp,exptname
617,119.63566499999999,T,20.0,10.284423828125,20200614_002_ampshift
625,121.03912499999998,T,30.0,10.955810546875,20200614_002_ampshift
627,121.42931499999999,T,-40.0,-0.1373291015625,20200614_002_ampshift
629,121.789645,T,10.0,9.033203125,20200614_002_ampshift
631,122.17113499999999,T,-10.0,3.9520263671875,20200614_002_ampshift
633,122.54762499999998,T,-0.0,6.8206787109375,20200614_002_ampshift
635,122.95495499999998,T,40.0,11.260986328125,20200614_002_ampshift
637,123.31238499999999,T,-5.0,3.8909912109375,20200614_002_ampshift
639,123.67375499999999,T,-20.0,1.77001953125,20200614_002_ampshift
641,124.07732499999999,T,5.0,8.11767578125,20200614_002_ampshift
643,124.47953499999998,T,-30.0,0.06103515625,20200614_002_ampshift
645,124.87974499999999,T,20.0,9.765625,20200614_002_ampshift
653,125.60318499999998,T,30.0,9.3536376953125,20200614_002_ampshift
655,125.72471499999999,T,-40.0,-0.3814697265625,20200614_002_ampshift
657,125.85696499999999,T,10.0,7.7972412109375,20200614_002_ampshift
659,125.98081499999999,T,-10.0,2.8076171875,20200614_002_ampshift
661,126.15022499999999,T,0.0,6.34765625,20200614_002_ampshift
663,126.360615,T,40.0,11.0321044921875,20200614_002_ampshift
665,126.63176499999999,T,-5.0,4.241943359375,20200614_002_ampshift
667,126.97863499999998,T,-20.0,1.7852783203125,20200614_002_ampshift
669,127.312345,T,5.0,7.9193115234375,20200614_002_ampshift
671,127.61221499999999,T,-30.0,0.1983642578125,20200614_002_ampshift
673,127.97708499999999,T,20.0,9.8419189453125,20200614_002_ampshift
681,129.534325,T,30.0,11.1846923828125,20200614_002_ampshift
683,129.940655,T,-40.0,-0.2899169921875,20200614_002_ampshift
685,130.34076499999998,T,10.0,8.2244873046875,20200614_002_ampshift
687,130.759275,T,-10.0,3.753662109375,20200614_002_ampshift
689,131.179125,T,0.0,6.3018798828125,20200614_002_ampshift
691,131.640715,T,40.0,11.1846923828125,20200614_002_ampshift
693,132.03402499999999,T,-5.0,4.547119140625,20200614_002_ampshift
695,132.42415499999998,T,-20.0,1.739501953125,20200614_002_ampshift
697,132.81632499999998,T,5.0,7.9193115234375,20200614_002_ampshift
699,133.255135,T,-30.0,-0.0762939453125,20200614_002_ampshift
701,133.660765,T,20.0,9.9029541015625,20200614_002_ampshift
709,135.307665,T,30.0,10.2081298828125,20200614_002_ampshift
711,135.68417499999998,T,-40.0,-0.274658203125,20200614_002_ampshift
713,136.076145,T,10.0,8.087158203125,20200614_002_ampshift
715,136.537435,T,-10.0,3.9825439453125,20200614_002_ampshift
717,136.968765,T,-0.0,6.3934326171875,20200614_002_ampshift
719,137.36861499999998,T,40.0,10.9405517578125,20200614_002_ampshift
721,137.794325,T,-5.0,4.974365234375,20200614_002_ampshift
723,138.20143499999998,T,-20.0,2.3193359375,20200614_002_ampshift
725,138.62836499999997,T,5.0,7.7972412109375,20200614_002_ampshift
727,139.049915,T,-30.0,-0.0762939453125,20200614_002_ampshift
729,139.44982499999998,T,20.0,9.5977783203125,20200614_002_ampshift
737,141.06398499999997,T,30.0,10.2996826171875,20200614_002_ampshift
222,16.952399999999997,T,-30.0,0.396728515625,20200107_004_ampshift2
226,17.40338,T,30.0,2.3193359375,20200107_004_ampshift2
230,17.85804,T,40.0,1.6326904296875,20200107_004_ampshift2
234,18.316019999999998,T,10.0,2.0904541015625,20200107_004_ampshift2
238,18.74974,T,-20.0,0.0,20200107_004_ampshift2
242,19.1864,T,5.0,1.6021728515625,20200107_004_ampshift2
246,19.54968,T,-40.0,-0.091552734375,20200107_004_ampshift2
250,19.93406,T,20.0,3.72314453125,20200107_004_ampshift2
254,20.216479999999997,T,0.0,0.7476806640625,20200107_004_ampshift2
258,20.5781,T,-10.0,0.7476806640625,20200107_004_ampshift2
262,20.98098,T,-5.0,-0.18310546875,20200107_004_ampshift2
280,22.970779999999998,T,-30.0,0.6256103515625,20200107_004_ampshift2
284,23.3906,T,30.0,3.173828125,20200107_004_ampshift2
288,23.808419999999998,T,40.0,2.5634765625,20200107_004_ampshift2
292,24.25912,T,10.0,2.4871826171875,20200107_004_ampshift2
296,24.669299999999996,T,-20.0,0.5340576171875,20200107_004_ampshift2
300,25.079439999999998,T,5.0,1.861572265625,20200107_004_ampshift2
304,25.52088,T,-40.0,-0.2899169921875,20200107_004_ampshift2
308,25.88912,T,20.0,3.631591796875,20200107_004_ampshift2
312,26.330779999999997,T,0.0,0.9918212890625,20200107_004_ampshift2
316,26.776519999999998,T,-10.0,0.701904296875,20200107_004_ampshift2
320,27.18978,T,-5.0,1.373291015625,20200107_004_ampshift2
338,29.11622,T,-30.0,0.6561279296875,20200107_004_ampshift2
342,29.544739999999997,T,30.0,2.0751953125,20200107_004_ampshift2
346,29.9958,T,40.0,3.41796875,20200107_004_ampshift2
350,30.450319999999998,T,10.0,1.708984375,20200107_004_ampshift2
354,30.878939999999997,T,-20.0,0.823974609375,20200107_004_ampshift2
