,time,code,ampshift,fsl,onset,spkamp,exptname
105,11.803164999999998,T,-20.0,6.364242828552368,5.363575717144762,11.3983154296875,20200531_000
109,12.439924999999999,T,-40.0,,,0.0,20200531_000
113,13.045385,T,40.0,2.7018012008005337,2.2615076717811875,12.1917724609375,20200531_000
117,13.712584999999999,T,20.0,3.162108072048032,2.8218812541694462,12.63427734375,20200531_000
121,14.391364999999999,T,-30.0,,,0.0,20200531_000
125,15.071665,T,10.0,3.5223482321547697,3.0620413609072714,12.908935546875,20200531_000
129,15.755944999999999,T,-10.0,4.783188792528351,4.202801867911941,11.8408203125,20200531_000
133,16.340944999999998,T,-0.0,4.162775183455636,3.6424282855236823,11.5509033203125,20200531_000
137,17.043264999999998,T,30.0,2.9219479653102067,2.5216811207471648,12.2528076171875,20200531_000
141,17.726824999999998,T,-5.0,4.342895263509005,3.8825883922615074,11.8865966796875,20200531_000
145,18.350544999999997,T,5.0,3.822548365577051,3.382254836557705,12.39013671875,20200531_000
159,20.616764999999997,T,-20.0,6.184122748498999,5.263509006004003,11.5509033203125,20200531_000
163,21.366425,T,-40.0,,,0.0,20200531_000
